StrNumber|122|Name|ED.BIENES INMUEBLES 2DA.ETAPA|item.StockingLocationID|097f3cf1-70b2-48ce-8d10-162f37ac0d86
StrNumber|123|Name|ED. BARRANCO TORRE|item.StockingLocationID|73c4924a-2d68-4f0e-aea3-e8257911d7d4
StrNumber|124|Name|ED. BARRANCO SOTANOS|item.StockingLocationID|f4cf1a6e-6534-42c7-90a1-0da6ab39318e
StrNumber|125|Name|ED. ANGAMOS II|item.StockingLocationID|8789f350-0a8c-48ce-a466-be0c09a2ed85
StrNumber|126|Name|COSTA DEL SOL|item.StockingLocationID|f671d20e-f0e2-4977-93ff-77532bea8a06
StrNumber|127|Name|CONJUNTO RES. VISTA VERDE|item.StockingLocationID|d787eff0-4448-4e87-8663-d0490c13be41
StrNumber|128|Name|CONDOMINIO VILLANOVA|item.StockingLocationID|6aa742c6-1952-49ff-b704-13991e24a1a8
StrNumber|129|Name|CONDOMINIO COLIBRI|item.StockingLocationID|8b0e7f2e-e1bb-4ceb-9f21-b18b07258806
StrNumber|130|Name|CONDOMINIO ALTO BUJAMA|item.StockingLocationID|6ab21bf3-cab4-4933-9b26-95a2e9891050
StrNumber|131|Name|COLEGIO SAN ANTONIO IHM|item.StockingLocationID|85f8ed7e-eef2-4f61-bebd-4d274fd658eb
StrNumber|132|Name|COLEGIO NACIONAL MAGISTRATURA|item.StockingLocationID|a5ed60d3-dad3-4383-92f0-f56fcae66ce6
StrNumber|133|Name|COGA IV SISTEMA DRAG REDUCER|item.StockingLocationID|4a69b6e8-6ad2-469e-93ce-4c2616910fb2
StrNumber|134|Name|CLINICA HOSPITAL SAN FERNANDO - NUEVA SALA DE URGE|item.StockingLocationID|888026e0-878e-4f45-8f16-46feb39a00e5
StrNumber|135|Name|CERCADO TORRE A|item.StockingLocationID|00b5a0c5-a2be-47c0-87af-0bfb8da782e6
StrNumber|136|Name|CENTRO PRODUCCION PACHACAMAC|item.StockingLocationID|66a23a2c-a22e-4279-b0fe-579e606c1fe2
StrNumber|137|Name|CENTRO EMPRESARIAL MIRAFLORES|item.StockingLocationID|63fe862b-f720-4ad7-a64a-b3cf9c545e50
StrNumber|138|Name|CENTRO COMERCIAL LA MOLINA|item.StockingLocationID|a2c28d63-18f4-4bfc-af70-15306339d329
